"athlete.sex","average_speed","max_speed","distance","average_heartrate","type"
"M",10.396,13.2,38422.7,150.8,"Ride"
"M",6.146,11.7,33653.7,133.5,"Ride"
"M",6.652,16.9,52534.6,141.1,"Ride"
"M",8.19,11.6,23446.9,146.1,"Ride"
"M",7.67,15.7,18039.7,163.9,"Ride"
"M",3.559,4,2345.5,116.1,"Run"
"M",3.228,5.9,12364.7,177.1,"Run"
"M",7.124,12.4,50507.4,151.3,"Ride"
"M",9.885,19.5,83466.8,169.4,"Ride"
"M",2.783,6.1,7071.8,141.3,"Run"
"M",2.962,4.6,10059.5,161.5,"Run"
"M",3.213,3.7,2892.1,138,"Run"
"M",7.715,13.9,72347.8,129.4,"Ride"
"M",6.964,14.9,37391.5,136.5,"Ride"
"M",7.526,11.4,52425.7,123.3,"Ride"
"M",2.113,2.8,1233.9,150.1,"Run"
"M",4.878,7.4,3404.5,108.7,"Ride"
"M",3.569,5.2,12531.6,161.6,"Run"
"M",3.624,6.8,4834.2,150.1,"Run"
"M",2.1,3.7,6056.4,147.7,"Run"
"M",1.758,3.1,8450.8,96.5,"Run"
"M",6.505,16.5,55984.8,160,"Ride"
"M",8.277,15.5,17688.5,143,"Ride"
"M",3.124,3.3,8850.2,142.3,"Run"
"M",7.99,11.3,25095.6,135.1,"Ride"
"M",2.827,4.8,10297.3,142.6,"Run"
"M",6.115,13.9,44796,132.5,"Ride"
"M",8.714,18,77054.6,143.4,"Ride"
"M",3.372,5.4,9421.7,146.5,"Run"
"M",2.752,4.9,6096.4,157.3,"Run"
"M",9.295,12.3,33480.3,137.2,"Ride"
"M",3.25,6.9,9018.1,155.1,"Run"
"M",6.969,18.7,31905.8,146.3,"Ride"
"M",2.626,7.3,4724.2,135.3,"Run"
"M",3.47,6.3,8133.9,146.1,"Run"
"M",6.912,16.7,48297.1,131.7,"Ride"
"M",2.325,7.1,20551.9,115.2,"Run"
"M",3.183,4.3,8547.6,169.7,"Run"
"M",2.241,4.2,7093.6,117.9,"Run"
"M",2.675,3.2,7666.8,146.3,"Run"
"M",7.133,12.4,80636.5,135.6,"Ride"
"M",3.104,4.5,9767.6,143.8,"Run"
"M",8.021,15,38100.5,154.8,"Ride"
"M",9.98,11.8,68660.2,147.1,"Ride"
"M",8.166,12.5,23002.5,136.3,"Ride"
"M",2.843,3.8,2709.5,156.5,"Run"
"M",3.416,4.4,7696.1,154.7,"Run"
"M",2.915,3.6,11623.2,117.5,"Run"
"M",8.984,14,53646,146.9,"Ride"
"M",8.241,15.3,77449,160.1,"Ride"
"M",8.019,11.9,47423.8,122.2,"Ride"
"M",6.26,14.5,23968.8,147.8,"Ride"
"M",7.365,12.3,53001.2,149.4,"Ride"
"M",2.267,4.1,8110.9,138.9,"Run"
"M",8.196,13.2,59550.2,145.9,"Ride"
"M",9.614,12.9,76365,143.7,"Ride"
"M",7.627,12.8,8687.5,102.7,"Ride"
"M",3.867,5.1,5007.3,155.5,"Run"
"M",5.903,14.4,31292.7,140.9,"Ride"
"M",7.703,14.5,18779,145.8,"Ride"
"M",5.22,11.9,25935.4,143.8,"Ride"
"M",4.815,15.593,30216.1,122.9,"Ride"
"M",7.37,16.6,88448.8,133.4,"Ride"
"M",4.355,11.8,22909.5,130.7,"Ride"
"M",6.29,14.7,32079,111.5,"Ride"
"M",6.593,10.3,24630.6,125.8,"Ride"
"M",3.798,7.2,11683.2,150.1,"Run"
"M",9.046,14.6,62896.3,122,"Ride"
"M",3.753,10.3,23938.3,151.7,"Ride"
"M",3.263,4.8,9978.2,143,"Run"
"M",9.062,19.9,24468.6,138.6,"Ride"
"M",8.084,9.3,40749.3,143.3,"Ride"
"M",8.025,14.7,47024.8,117.5,"Ride"
"M",2.235,4.4,11425,152,"Run"
"M",7.371,13.2,55570.2,148.6,"Ride"
"M",3.28,5.4,5257.6,138,"Run"
"M",1.506,3.4,7176.9,110,"Run"
"M",1.261,3.2,2717.1,164.4,"Run"
"M",7.975,18.5,57874.5,133.7,"Ride"
"M",2.964,4.7,11056.3,112.7,"Run"
"M",7.322,13.2,87223.8,126.1,"Ride"
"M",8.495,10.6,23387.2,141.3,"Ride"
"M",4.474,12.7,29964.4,145.2,"Ride"
"M",6.679,15.2,38403,131.7,"Ride"
"M",7.452,12.9,120016,146.9,"Ride"
"M",7.664,15.1,111514,133.3,"Ride"
"M",7.525,14.9,61504,113.7,"Ride"
"M",7.376,17.1,31349.2,145.4,"Ride"
"M",3.337,5.1,6306.5,161.7,"Run"
"M",6.302,15.8,66454.1,118.8,"Ride"
"M",8.368,14.2,52886.7,124.3,"Ride"
"M",6.749,15.3,19146,138,"Ride"
"M",2.812,7.5,7714.1,159.2,"Run"
